-1.61602540378	0.460751258191	-4.4408920985e-16
-2.49357713389	1.02629436797	-2.22044604925e-16
-3.37493259869	0.659276681677	4.4408920985e-16
-4.25803520728	1.06452057522	1.44328993201e-15
-5.14209063284	nan	2.44249065418e-15
-6.02672466186	nan	3.33066907388e-16
-6.91173714558	nan	6.66133814775e-16
-7.79701106853	nan	3.10862446895e-15
-8.68247333438	nan	2.73114864058e-14
-9.56807587593	nan	4.39648317752e-14
-10.4537857603	nan	2.12052597703e-13
-11.3395796525	nan	2.77555756156e-13
-12.2254405481	nan	1.00275343584e-12
-13.1113557577	nan	1.1407541578e-12
-13.9973156166	1.04089493477	3.52173845641e-12
-14.8833126325	1.22448586994	3.42004202736e-12
-15.7693409059	1.07172689035	9.34363697525e-12
-16.6553957273	1.24280323334	8.20443712968e-12
-17.5414732914	1.099124096	2.08368877708e-11
-18.4275704887	1.25970362179	1.73141501136e-11
-19.3136847539	1.1237662588	3.95286026134e-11
-20.1998139511	1.2753900911	3.28023164187e-11
-21.0859562879	1.14615078716	6.90876245102e-11
-21.9721102479	1.29002560077	5.69887470547e-11
-22.8582745408	1.16665208116	1.12081899317e-10
-23.7444480602	1.30374254843	9.22427689787e-11
-24.6306298533	1.18555891674	1.71365810431e-10
-25.5168190937	1.31665008285	1.42715173013e-10
-26.403015063	1.20309908014	2.4680191224e-10
-27.289217131	1.32883900756	2.0993562444e-10
-28.1754247457	1.21945460217	3.42897821248e-10
-29.061637418	1.34038546225	2.9633384635e-10
-29.9478547168	1.23477348127	4.61674698471e-10
-30.8340762565	1.35135402664	4.04568711865e-10
-31.7203016959	1.24917763369	6.05131833531e-10
-32.6065307263	1.36179992169	5.37266675593e-10
-33.4927630744	1.26276865366	7.75129405106e-10
-34.3789984901	1.37177072313	6.97151780749e-10
-35.2652367521	1.27563207374	9.73308211805e-10
-36.1514776551	1.38130770438	8.86813511514e-10
-37.0377210183	1.28784056761	1.20100307477e-09
-37.9239666715	1.39044690019	1.10757714111e-09
-38.8102144658	1.29945639158	1.45906009497e-09
-39.6964642585	1.39921994971	1.35947464397e-09
-40.5827159262	1.31053326926	1.74801062514e-09
-41.4689693481	1.40765477251	1.64294744476e-09
-42.3552244212	1.3211178695	2.06843364658e-09
-43.2414810423	1.41577612603	1.95899307887e-09
-44.1277391252	1.33125098314	2.42091113822e-09
-45.0139985809	1.42360606543	2.30852947869e-09
-45.900259337	1.34096846645	2.8058341206e-09
-46.7865213158	1.43116432225	2.69223454641e-09
-47.6727844566	1.35030200273	3.22339721581e-09
-48.5590486911	1.43846861878	3.11053793833e-09
-49.445313968	1.35927972227	3.67362240628e-09
-50.331580227	1.44553493103	3.56365392751e-09
-51.2178474248	1.36792671148	4.15637713136e-09
-52.1041155076	1.45237771013	4.05163103068e-09
-52.9903844388	1.37626543423	4.67140948146e-09
-53.8766541701	1.45901006992	4.57437587809e-09
-54.7629246708	1.38431608299	5.21835463729e-09
-55.6491958971	1.46544394654	5.13164155613e-09
-56.5354678232	1.39209687347	5.79673375967e-09
-57.4217404092	1.47169023511	5.72307923274e-09
-58.3080136336	1.39962429313	6.40601227619e-09
-59.1942874597	1.47775890722	6.34823249523e-09
-60.0805618699	1.40691331204	7.04554703468e-09
-60.9668368301	1.4836591124	7.00655000685e-09
-61.853112326	1.41397756282	7.71466468485e-09
