 nu =           0    nst =           1
    0      2.5000000000      5.0000000000
 nu =           1    nst =          10
    0      0.5000000000      4.0000000000
    1      0.6909830056      4.0000000000
    2      0.6909830056      4.0000000000
    3      1.1909830056      4.0000000000
    4      1.1909830056      4.0000000000
    5      1.8090169944      4.0000000000
    6      1.8090169944      4.0000000000
    7      2.3090169944      4.0000000000
    8      2.3090169944      4.0000000000
    9      2.5000000000      5.0000000000
 nu =           2    nst =          45
    0     -1.3793852416      3.0000000000
    1     -1.0181242451      3.0000000000
    2     -1.0181242451      3.0000000000
    3     -0.9546115685      3.0000000000
    4     -0.9546115685      3.0000000000
    5     -0.5000000000      3.0000000000
    6     -0.3839780332      3.0000000000
    7     -0.3839780332      3.0000000000
    8     -0.2896833401      3.0000000000
    9     -0.2896833401      3.0000000000
   10     -0.0759845239      3.0000000000
   11     -0.0759845239      3.0000000000
   12      0.1785079479      3.0000000000
   13      0.1785079479      3.0000000000
   14      0.2296647484      3.0000000000
   15      0.2296647484      3.0000000000
   16      0.3540502861      3.0000000000
   17      0.3540502861      3.0000000000
   18      0.5000000000      3.4467587100
   19      0.5000000000      3.4402666614
   20      0.5000000000      3.1942379893
   21      0.6909830056      4.0000000000
   22      0.6909830056      4.0000000000
   23      0.8264626963      3.0000000000
   24      0.8264626963      3.0000000000
   25      0.8472963553      3.0000000000
   26      1.0597772794      3.0000000000
   27      1.0597772794      3.0000000000
   28      1.1909830056      4.0000000000
   29      1.1909830056      4.0000000000
   30      1.4670866262      3.0000000000
   31      1.4670866262      3.0000000000
   32      1.5000000000      3.0000000000
   33      1.5955594905      3.0000000000
   34      1.5955594905      3.0000000000
   35      1.8090169944      4.0000000000
   36      1.8090169944      4.0000000000
   37      1.8389447415      3.0000000000
   38      1.8389447415      3.0000000000
   39      2.0320888862      3.0000000000
   40      2.1723278945      3.0000000000
   41      2.1723278945      3.0000000000
   42      2.3090169944      4.0000000000
   43      2.3090169944      4.0000000000
   44      2.5000000000      5.0000000000
 nu =           3    nst =         120
    0     -2.9759318691      2.0000000000
    1     -2.4876628580      2.0000000000
    2     -2.4876628580      2.0000000000
    3     -2.3203346271      2.0000000000
    4     -2.3203346271      2.0000000000
    5     -2.1278039615      2.0000000000
    6     -2.1278039615      2.0000000000
    7     -1.7728364859      2.0000000000
