    0     -5.3873909174      0.0000000000      0.0000000000
    1     -5.0315434037      1.0000000000     -0.5000000000
    2     -5.0315434037      1.0000000000      0.5000000000
    3     -5.0315434037      1.0000000000     -0.0000000000
    4     -4.7773893337      0.0000000000      0.0000000000
    5     -4.5693744108      1.0000000000     -0.4755248789
    6     -4.5693744108      1.0000000000     -0.0404951580
    7     -4.5693744108      1.0000000000      0.4999413809
    8     -4.5693744108      1.0000000000      0.5000000000
    9     -4.5693744108      1.0000000000     -0.4839796199
   10     -4.5693744108      1.0000000000      0.0000582758
   11     -4.2976885466      1.0000000000     -0.4999359963
   12     -4.2976885466      1.0000000000     -0.0001737229
   13     -4.2976885466      1.0000000000      0.4999999998
   14     -4.2976885466      1.0000000000     -0.0000068801
   15     -4.2976885466      1.0000000000      0.5000000000
   16     -4.2976885466      1.0000000000     -0.4998834004
   17     -4.0705293260      2.0000000000      1.0000000000
   18     -4.0705293260      2.0000000000      0.0001597102
   19     -4.0705293260      2.0000000000     -1.0000000000
   20     -4.0705293260      2.0000000000      0.4998402898
   21     -4.0705293260      2.0000000000     -0.5000000000
   22     -4.0006004296      0.0000000000      0.0000000000
   23     -4.0006004296      0.0000000000     -0.0000000000
   24     -3.9443342437      1.0000000000     -0.0000045090
   25     -3.9443342437      1.0000000000      0.5000000000
   26     -3.9443342437      1.0000000000     -0.4999346935
   27     -3.9443342437      1.0000000000     -0.4999943049
   28     -3.9443342437      1.0000000000      0.4999999984
   29     -3.9443342437      1.0000000000     -0.0000664909
   30     -3.8741793276      0.0000000000      0.0000000000
   31     -3.8741793276      0.0000000000     -0.0000000000
   32     -3.7914467522      1.0000000000      0.4997833106
   33     -3.7914467522      1.0000000000     -0.4017169228
   34     -3.7914467522      1.0000000000     -0.0989263373
   35     -3.7914467522      1.0000000000     -0.3334113373
   36     -3.7914467522      1.0000000000     -0.1657278560
   37     -3.7914467522      1.0000000000      0.4999991427
   38     -3.6607942818      1.0000000000     -0.1809214838
   39     -3.6607942818      1.0000000000      0.4996278165
   40     -3.6607942818      1.0000000000     -0.3787090561
   41     -3.6607942818      1.0000000000     -0.0038097686
   42     -3.6607942818      1.0000000000      0.4999995700
   43     -3.6607942818      1.0000000000     -0.4361870779
   44     -3.6374064252      2.0000000000      0.0356098018
   45     -3.6374064252      2.0000000000     -0.5236809485
   46     -3.6374064252      2.0000000000      0.4552751988
   47     -3.6374064252      2.0000000000     -0.4636414492
   48     -3.6374064252      2.0000000000      0.9962193494
   49     -3.6374064252      2.0000000000     -0.6319401647
   50     -3.6374064252      2.0000000000      0.9988179073
   51     -3.6374064252      2.0000000000     -0.3618810451
   52     -3.6374064252      2.0000000000     -0.4692149203
   53     -3.6374064252      2.0000000000     -0.0355637294
   54     -3.5959504811      1.0000000000     -0.5000000000
   55     -3.5959504811      1.0000000000     -0.0000000000
   56     -3.5959504811      1.0000000000      0.5000000000
   57     -3.5456818075      1.0000000000      0.4999346818
   58     -3.5456818075      1.0000000000     -0.4999886600
   59     -3.5456818075      1.0000000000      0.0000539782
   60     -3.5389424246      0.0000000000      0.0000000000
   61     -3.5389424246      0.0000000000     -0.0000000000
   62     -3.4949134260      0.0000000000     -0.0000000000
   63     -3.4949134260      0.0000000000     -0.0000000000
   64     -3.4577268190      2.0000000000     -0.7638915040
   65     -3.4577268190      2.0000000000     -0.0590984865
   66     -3.4577268190      2.0000000000      0.0048209376
   67     -3.4577268190      2.0000000000     -0.8640862729
   68     -3.4577268190      2.0000000000      0.8032249321
   69     -3.4577268190      2.0000000000      0.2916043920
   70     -3.4577268190      2.0000000000      0.9999870447
   71     -3.4577268190      2.0000000000     -0.6569258813
   72     -3.4577268190      2.0000000000      0.3238614778
   73     -3.4577268190      2.0000000000     -0.0794966396
   74     -3.3402074887      0.0000000000     -0.0000000000
   75     -3.2294638411      0.0000000000      0.0000000000
   76     -3.1989153408      2.0000000000     -0.3609771351
   77     -3.1989153408      2.0000000000      1.0000000000
   78     -3.1989153408      2.0000000000      0.0548608061
   79     -3.1989153408      2.0000000000      0.9945458570
   80     -3.1989153408      2.0000000000     -0.1212940943
   81     -3.1989153408      2.0000000000     -0.2390617892
   82     -3.1989153408      2.0000000000     -0.3013516250
   83     -3.1989153408      2.0000000000     -0.5658822944
   84     -3.1989153408      2.0000000000     -0.8549301485
   85     -3.1989153408      2.0000000000      0.3940904234
   86     -3.1942487037      1.0000000000      0.0477777913
   87     -3.1942487037      1.0000000000      0.0917797458
   88     -3.1942487037      1.0000000000     -0.0579801999
   89     -3.1942487037      1.0000000000     -0.4720234382
   90     -3.1942487037      1.0000000000      0.5000000000
   91     -3.1942487037      1.0000000000     -0.1095538991
   92     -3.1698985113      1.0000000000     -0.0972096696
   93     -3.1698985113      1.0000000000     -0.0489217070
   94     -3.1698985113      1.0000000000     -0.2185649332
   95     -3.1698985113      1.0000000000      0.4992694734
   96     -3.1698985113      1.0000000000     -0.0751088337
   97     -3.1698985113      1.0000000000     -0.0594643299
   98     -3.1697930936      1.0000000000      0.4999666759
   99     -3.1697930936      1.0000000000      0.1345321814
  100     -3.1697930936      1.0000000000     -0.2155448794
  101     -3.1697930936      1.0000000000     -0.3955954018
  102     -3.1697930936      1.0000000000     -0.0328016440
  103     -3.1697930936      1.0000000000      0.0094430679
  104     -3.1348719201      2.0000000000     -0.1044698768
