    0     -2.0000000000      0.0000000000      0.0000000000
    1     -1.0000000000      1.0000000000      0.5000000000
    2     -1.0000000000      1.0000000000     -0.0000000000
    3     -1.0000000000      1.0000000000     -0.5000000000
    4     -0.0000000000      1.0000000000      0.5000000000
    5     -0.0000000000      0.9959430995     -0.3530127428
    6      0.0000000000      1.0000000000      0.5000000000
    7      0.0000000000      0.4787804726      0.0000000000
    8      0.0000000000      0.9918632382     -0.2055950495
    9      0.0000000000      0.9983837208     -0.4413922077
   10      0.0000000000      0.7583057392      0.0000000000
   11      1.0000000000      2.0000000000     -0.5000000000
   12      1.0000000000      2.0000000000      0.0000000000
   13      1.0000000000      2.0000000000      0.5000000000
   14      1.0000000000      2.0000000000     -1.0000000000
   15      1.0000000000      2.0000000000      1.0000000000
